Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,product_3_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,c_1,c_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-1_n-3,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-2_n-3,alpha_k-3_n-1,alpha_k-3_n-2,alpha_k-3_n-3,beta_k-1_n-1,beta_k-1_n-2,beta_k-1_n-3,beta_k-2_n-1,beta_k-2_n-2,beta_k-2_n-3,beta_k-3_n-1,beta_k-3_n-2,beta_k-3_n-3,theta_k-1_n-1,theta_k-1_n-2,theta_k-1_n-3,theta_k-2_n-1,theta_k-2_n-2,theta_k-2_n-3,theta_k-3_n-1,theta_k-3_n-2,theta_k-3_n-3
4.0,0.0,456,0.0,0.0,0.0,7148.0,5351.0,0.5558876103210165,5.778383695286909,9.818348623853211,13.11559633027523,9.818348623853211,0.5558876103210165,0.0,0.0,0.4441123896789835,106.0,40.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,182.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44470233039987317,0.15925844222982075,0.9037729545359311,0.6846914977472974,0.3289117865678509,0.8586533076299574,0.346812403095297,0.306321355356662,0.5321524335814273
4.0,0.0,457,0.0,0.0,0.0,7148.0,5351.0,0.5398892432183835,5.838557648758574,9.836397058823529,13.139705882352942,9.836397058823529,0.5398892432183835,0.0,0.0,0.4601107567816165,106.0,40.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,182.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.49532957529320387,0.13625542979784097,0.9327888956406892,0.5674957988719119,0.3805397764593834,0.4705667817343785,0.5417995148478019,0.4081075194917302,0.1848812477156668
4.0,0.0,458,0.0,0.0,0.0,7148.0,5351.0,0.5240438631992049,5.811893755503796,9.85451197053407,13.16390423572744,9.85451197053407,0.5240438631992049,0.0,0.0,0.47595613680079507,106.0,40.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,182.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4905057541072977,0.19854184752310672,0.9236686524661908,0.3199231553637009,0.6689538309618387,0.6912445576559578,0.35487354621961625,0.11754438535324782,0.293763945808256
1.0,0.0,459,0.0,0.0,0.0,7148.0,5351.0,0.54796314666965,5.692895693273994,9.87269372693727,13.188191881918819,9.87269372693727,0.54796314666965,0.0,0.0,0.45203685333035004,106.0,40.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,116.0,182.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,0.3686519634599651,0.230376622485,0.9180529987296067,0.24695411723842298,0.5966755067152304,0.5587635383005396,0.18801490020613715,0.016556297560409272,0.11940488643569497
1.0,8.0,460,0.0,0.0,1.0,7148.0,5351.0,0.5248433919689335,5.873887641220278,9.8909426987061,13.21256931608133,9.8909426987061,0.5248433919689335,0.0,0.0,0.4751566080310665,106.0,40.0,204.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,183.0,19.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5279968379321159,0.2017420190279181,0.8978951323379465,0.3580662119586223,0.7018972960619322,0.6828599631185289,0.1583459542546419,0.06170102402808794,0.22764974995711018
1.0,7.0,461,1.0,0.0,0.0,7141.0,5338.0,0.5353708783936729,5.863039237728622,9.88518518518518,13.224074074074075,9.885185185185184,0.5353708783936729,0.0,0.0,0.46462912160632697,106.0,40.0,205.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0,184.0,19.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5051545647109632,0.17098657925413005,0.9127655141961643,0.5825783888854758,0.041959567387036066,0.045450521541922306,0.1479918095045475,0.47714319589884346,0.043199297276039175
1.0,8.0,462,0.0,0.0,1.0,7134.0,5329.0,0.5368478656546498,5.82307999876208,9.886827458256032,13.235621521335807,9.886827458256029,0.5368478656546498,0.0,0.0,0.46315213434535024,107.0,40.0,205.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0,185.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47138765607626476,0.1842635687409488,0.9202146186485366,0.8365011817964474,0.5953616525772155,0.2703584976675034,0.01688623037048481,0.10423121371424528,0.26824089044660215
1.0,15.0,463,1.0,0.0,1.0,7127.0,5316.0,0.5451331199155753,5.789227543991768,9.881040892193308,13.24721189591078,9.881040892193308,0.5451331199155753,0.0,0.0,0.45486688008442466,107.0,40.0,206.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,186.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4439425240964749,0.20898437426177333,0.894048282639983,0.3127724344325491,0.6476736979502739,0.13582728985544779,0.21339853845620216,0.06533194820512517,0.5793467925004256
1.0,12.0,464,0.0,1.0,1.0,7113.0,5294.0,0.5270462797654458,5.881368197833217,9.858472998137804,13.245810055865922,9.858472998137803,0.5270462797654458,0.0,0.0,0.4729537202345543,108.0,40.0,207.0,1.0,1.0,1.0,1.0,1.0,1.0,119.0,187.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5379521561221268,0.15502861452637393,0.9233249589872106,0.7434090138410258,0.38726324312669774,0.4761026985380043,0.20833721701560884,0.10024311823877319,0.6978207009971844
4.0,0.0,465,0.0,0.0,0.0,7100.0,5269.0,0.5210331334348707,5.829656258650199,9.830223880597014,13.246268656716419,9.830223880597014,0.5210331334348707,0.0,0.0,0.4789668665651293,108.0,41.0,208.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,187.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5194434073592132,0.19325646680101247,0.9132864596807482,0.5626137245381718,0.6567061070334506,0.057516739447846014,0.3984993126001848,0.25295803970853314,0.163540995413704
1.0,15.0,466,1.0,0.0,1.0,7100.0,5269.0,0.5144069455021207,5.81320644920369,9.848598130841122,13.271028037383177,9.848598130841122,0.5144069455021207,0.0,0.0,0.48559305449787926,108.0,41.0,208.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,187.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5037418195220582,0.20220541387627247,0.9373382654961796,0.8418480673475831,0.4164947193085322,0.14484172286805566,0.21872000699622487,0.3922033353393346,0.1403299767177507
4.0,0.0,467,0.0,0.0,0.0,7086.0,5247.0,0.5317580094564658,5.836530586851101,9.825842696629213,13.269662921348315,9.825842696629213,0.5317580094564658,0.0,0.0,0.4682419905435342,109.0,41.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,188.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5054846868244147,0.1354864757383874,0.9463718716808714,0.593287307614224,0.49970902061281075,0.31277158976964187,0.46850826469667317,0.003623738484928638,0.4954675948221886
1.0,12.0,468,0.0,1.0,1.0,7086.0,5247.0,0.5253254099446029,5.753788782068808,9.844277673545966,13.294559099437148,9.844277673545966,0.5253254099446029,0.0,0.0,0.47467459005539714,109.0,41.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,188.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44975601131847925,0.23039714773802542,0.9174476931124047,0.2104629584840115,0.3990181304996352,0.11320092592394812,0.3763646930674564,0.4763735043987335,0.9227620199722399
4.0,0.0,469,0.0,0.0,0.0,7073.0,5222.0,0.5256514865666715,5.788831188147301,9.81578947368421,13.295112781954888,9.81578947368421,0.5256514865666715,0.0,0.0,0.4743485134333285,109.0,42.0,210.0,1.0,1.0,1.0,1.0,1.0,1.0,121.0,188.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4891161517148806,0.20756800201909392,0.9062083024975722,0.28746557647030135,0.5207553669444781,0.5286391634245982,0.13660253368824732,0.5683116818646796,0.09413819863742581
1.0,8.0,470,0.0,0.0,1.0,7073.0,5222.0,0.5441659307025035,5.79246175997785,9.83427495291902,13.32015065913371,9.83427495291902,0.5441659307025035,0.0,0.0,0.4558340692974965,109.0,42.0,210.0,1.0,1.0,1.0,1.0,1.0,1.0,121.0,188.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.45946525663354654,0.16497151952241942,0.9197964146399707,0.2626429632252701,0.17875067067644254,0.19335127839569913,0.32789462734000546,0.24301629836048122,0.11144097439913991
1.0,8.0,471,0.0,0.0,1.0,7066.0,5209.0,0.5431574258273483,5.819503977199746,9.828301886792453,13.332075471698113,9.828301886792453,0.5431574258273483,0.0,0.0,0.4568425741726517,109.0,42.0,211.0,1.0,1.0,1.0,1.0,1.0,1.0,122.0,189.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48818412732898264,0.17461630426253422,0.8927465130749569,0.3620798688093897,0.06010625266579296,0.13775440963819346,0.2185616783688386,0.3738863952357852,0.19230242946042064
1.0,7.0,472,1.0,0.0,0.0,7059.0,5196.0,0.5506656340195277,5.7651376728524255,9.822306238185256,13.344045368620037,9.822306238185256,0.5506656340195277,0.0,0.0,0.4493343659804723,109.0,42.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,190.0,20.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43703559331442016,0.16581369426812467,0.9164666649485697,0.7844560668714093,0.07115049585748245,0.07559675008320127,0.37093933541167784,0.7928127602078774,0.5449143012267499
4.0,0.0,473,0.0,0.0,0.0,7052.0,5187.0,0.5351533425667164,5.774422002119115,9.823863636363637,13.356060606060606,9.823863636363637,0.5351533425667164,0.0,0.0,0.46484665743328357,110.0,42.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,191.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4654849848970742,0.21007159682052765,0.8959135668733795,0.29344770502386286,0.3199387176589833,0.6559519837136792,0.040547180591939694,0.6272392226616669,0.16076786327115816
4.0,0.0,474,0.0,0.0,0.0,7052.0,5187.0,0.5354179745912947,5.817380551709691,9.842504743833013,13.381404174573055,9.842504743833016,0.5354179745912947,0.0,0.0,0.4645820254087052,110.0,42.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,191.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48315998436620283,0.16030378307707985,0.9315967750289772,0.06448869161757276,0.18161981998873145,0.0834516347400859,0.03065686806208432,0.06539785074217336,0.3513126894702181
1.0,15.0,475,1.0,0.0,1.0,7052.0,5187.0,0.5309851392924569,5.79829967971643,9.861216730038024,13.406844106463879,9.861216730038024,0.5309851392924569,0.0,0.0,0.46901486070754306,110.0,42.0,212.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,191.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4702320635180741,0.20146073256767413,0.9170716930215503,0.1584943616366139,0.9228830795535793,0.8005217661551562,0.7317801315298724,0.010150789601307077,0.5842844045154302
1.0,15.0,476,1.0,0.0,1.0,7038.0,5165.0,0.5407639988008471,5.813985608898178,9.838095238095239,13.405714285714286,9.838095238095239,0.5407639988008471,0.0,0.0,0.45923600119915287,111.0,42.0,213.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,192.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47963416991522895,0.16864495398500787,0.9117314066210083,0.13222571684180764,0.4473671607231516,0.41668039140171653,0.033637116397248035,0.15933716208922355,0.000865089274404244
1.0,15.0,477,1.0,0.0,1.0,7024.0,5143.0,0.558855423089207,5.7581282590045495,9.814885496183207,13.404580152671755,9.814885496183207,0.558855423089207,0.0,0.0,0.441144576910793,112.0,42.0,214.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,193.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.43233158399697086,0.18300347727861177,0.8827269987856552,0.38812094193008095,0.31158663454504953,0.10661748810251025,0.4737598336540684,0.15738620062942416,0.051200566333151905
4.0,0.0,478,0.0,0.0,0.0,7010.0,5121.0,0.5534963175312482,5.810407049582679,9.791586998087954,13.403441682600382,9.791586998087954,0.5534963175312482,0.0,0.0,0.44650368246875183,113.0,42.0,215.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,194.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4845542329311796,0.1551919033367352,0.8820875004139577,0.5944285268248717,0.8107281807337925,0.02242566577243014,0.6193384296437512,0.7623286806298184,0.2966955505228195
1.0,15.0,479,1.0,0.0,1.0,7010.0,5121.0,0.538642402391772,5.742623194913235,9.810344827586208,13.42911877394636,9.810344827586206,0.538642402391772,0.0,0.0,0.4613575976082281,113.0,42.0,215.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,194.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4324024023829882,0.16702478421731748,0.9474750147340535,0.8036153799909468,0.02424741605967253,0.3830783637336557,0.6383014088269826,0.43323691230234745,0.12033992600508725
4.0,0.0,480,0.0,0.0,0.0,6996.0,5099.0,0.5687261878411899,5.765715029059172,9.786948176583493,13.428023032629559,9.786948176583493,0.5687261878411899,0.0,0.0,0.4312738121588101,114.0,42.0,216.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,195.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4339679682908441,0.13626721706946981,0.897509471501941,0.4269093402019076,0.1268235475985693,0.6620322492853093,0.25783154724939344,0.5396696988084255,0.7787893891976085
4.0,0.0,481,0.0,0.0,0.0,6996.0,5099.0,0.524418395772152,5.8479863464186135,9.805769230769231,13.453846153846154,9.805769230769231,0.524418395772152,0.0,0.0,0.475581604227848,114.0,42.0,216.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,195.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5429934156969288,0.18742119014972025,0.8894134644306456,0.19275726929248788,0.9125038190510507,0.8262064642967386,0.301016815052399,0.2773906600568168,0.5811239187193067
1.0,8.0,482,0.0,0.0,1.0,6996.0,5099.0,0.5393841788429365,5.778557684156105,9.824662813102119,13.479768786127167,9.824662813102119,0.5393841788429365,0.0,0.0,0.46061582115706345,114.0,42.0,216.0,1.0,1.0,1.0,1.0,1.0,1.0,123.0,195.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4638035334819619,0.20273177228960815,0.8928906961734081,0.8321392086319559,0.24859512083737492,0.2884030987244303,0.6119481492958914,0.5189848448786205,0.06165522381340237
1.0,8.0,483,0.0,0.0,1.0,6989.0,5086.0,0.5250556408975221,5.810748038948746,9.818532818532818,13.492277992277993,9.818532818532818,0.5250556408975221,0.0,0.0,0.4749443591024779,114.0,42.0,217.0,1.0,1.0,1.0,1.0,1.0,1.0,124.0,196.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4986043937407558,0.16514650040490347,0.9408298346645559,0.8329744433285651,0.712003068959239,0.6998403812826035,0.2967388819066818,0.5285857209453368,0.023972578595522136
1.0,8.0,484,0.0,0.0,1.0,6982.0,5073.0,0.5266668454172307,5.81512317664801,9.81237911025145,13.504835589941973,9.81237911025145,0.5266668454172307,0.0,0.0,0.47333315458276926,114.0,42.0,218.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0,197.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5057265074390214,0.1733655222376048,0.9230129553257642,0.044974981025475556,0.4880700381070458,0.0733459580654387,0.45105815610645,0.072945055352907,0.6977329917209915
4.0,0.0,485,0.0,0.0,0.0,6975.0,5060.0,0.5594691641493758,5.740223694050734,9.806201550387597,13.517441860465116,9.806201550387597,0.5594691641493758,0.0,0.0,0.44053083585062425,114.0,42.0,219.0,1.0,1.0,1.0,1.0,1.0,1.0,126.0,198.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4189439811020562,0.1737711261390483,0.8978415169935247,0.48107323560407694,0.4557191900755536,0.9172864221670372,0.5121410098432764,0.2416121209350188,0.3936685042301811
1.0,19.0,486,1.0,1.0,1.0,6975.0,5060.0,0.5300561938289041,5.800444086393035,9.825242718446601,13.54368932038835,9.825242718446601,0.5300561938289041,0.0,0.0,0.4699438061710959,114.0,42.0,219.0,1.0,1.0,1.0,1.0,1.0,1.0,126.0,198.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.481689175700575,0.16348932506975122,0.94147338479815,0.06516162250977399,0.7209868103177597,0.617552948132908,0.24163314530830626,0.06966917478295072,0.21356629521152867
1.0,8.0,487,0.0,0.0,1.0,6955.0,5026.0,0.534733037115351,5.816246172210876,9.778210116731518,13.53112840466926,9.778210116731518,0.534733037115351,0.0,0.0,0.46526696288464897,115.0,43.0,220.0,1.0,1.0,1.0,1.0,1.0,1.0,126.0,198.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5129323538788294,0.16087874834564797,0.9030166775805694,0.24760300565652235,0.28255464373482675,0.49173746522333556,0.651137249926551,0.9141221543501119,0.6761225469472234
4.0,0.0,488,0.0,0.0,0.0,6948.0,5013.0,0.5155459086307043,5.803861319215988,9.771929824561404,13.543859649122806,9.771929824561404,0.5155459086307043,0.0,0.0,0.48445409136929574,115.0,43.0,221.0,1.0,1.0,1.0,1.0,1.0,1.0,127.0,199.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5237091082923758,0.16590895208620332,0.9423261154318012,0.20373481591508297,0.3483177166892928,0.8740681226790714,0.6080147388070016,0.5291722853042473,0.2047111280227813
1.0,8.0,489,0.0,0.0,1.0,6948.0,5013.0,0.5477053435276781,5.81927983760664,9.791015625,13.5703125,9.791015625,0.5477053435276781,0.0,0.0,0.4522946564723219,115.0,43.0,221.0,1.0,1.0,1.0,1.0,1.0,1.0,127.0,199.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4965703415148027,0.1526824345801809,0.890392815317728,0.5135135805310522,0.8214356409686336,0.46292314644224714,0.10764624735217682,0.10948975227209096,0.6454171023067278
1.0,8.0,490,0.0,0.0,1.0,6941.0,5000.0,0.5147798162140567,5.769304494804949,9.784735812133073,13.58317025440313,9.784735812133073,0.5147798162140567,0.0,0.0,0.48522018378594334,115.0,43.0,222.0,1.0,1.0,1.0,1.0,1.0,1.0,128.0,200.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4983269509182273,0.21853829703377506,0.91540087935362,0.5272548399552358,0.1726036474006391,0.5175475588975116,0.2647050062858291,0.16537510911493947,0.6540591835417158
4.0,0.0,491,0.0,0.0,0.0,6934.0,4987.0,0.5523119705389293,5.7637396677996415,9.77843137254902,13.596078431372549,9.77843137254902,0.5523119705389293,0.0,0.0,0.44768802946107067,115.0,43.0,223.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0,201.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.45501077636188286,0.16808890458319112,0.8917215211274335,0.8783157808857348,0.5821280090773763,0.9720658560032212,0.06225095767507366,0.11129018424329008,0.28240135058411253
1.0,15.0,492,1.0,0.0,1.0,6934.0,4987.0,0.5321409849444149,5.7333606055160535,9.797642436149312,13.62278978388998,9.797642436149312,0.5321409849444149,0.0,0.0,0.46785901505558514,115.0,43.0,223.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0,201.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.44905325615464303,0.23198086563703518,0.8912686265260926,0.6214879767941663,0.38691700953828634,0.042737522491514114,0.5262516457409923,0.02586929996331263,0.03977573465918407
1.0,15.0,493,1.0,0.0,1.0,6920.0,4965.0,0.5404983907113536,5.748772162891661,9.773622047244093,13.622047244094489,9.773622047244094,0.5404983907113536,0.0,0.0,0.45950160928864636,116.0,43.0,224.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0,202.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4541337019284037,0.17087784296955685,0.9188364142678597,0.5171123504986267,0.14387921733810816,0.36816598401880385,0.2054836882261346,0.25223900345019296,0.28118134871751627
1.0,8.0,494,0.0,0.0,1.0,6906.0,4943.0,0.5407226754924419,5.7303752654814435,9.749506903353057,13.621301775147929,9.749506903353057,0.5407226754924419,0.0,0.0,0.4592773245075581,117.0,43.0,225.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0,203.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4495943681332869,0.17218753314968765,0.9167625142436511,0.2959713686474343,0.6769618663027377,0.5347362843028524,0.14817206217049272,0.04252671536592169,0.34777534346038735
1.0,15.0,495,1.0,0.0,1.0,6899.0,4930.0,0.49692078095246817,5.7344912652785345,9.743083003952568,13.634387351778656,9.743083003952568,0.49692078095246817,0.0,0.0,0.5030792190475318,117.0,43.0,226.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,204.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5067946990488758,0.23633058487603043,0.9392149741458519,0.6871511159998329,0.500029793080253,0.3599751278730447,0.10487512409481439,0.07013521264573266,0.2520627954831154
4.0,0.0,496,0.0,0.0,0.0,6885.0,4908.0,0.5337622315325614,5.746349809512587,9.71881188118812,13.633663366336634,9.718811881188119,0.5337622315325614,0.0,0.0,0.46623776846743864,118.0,43.0,227.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,205.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.48364594736889416,0.17404440142858804,0.9051371726946127,0.5566824715262397,0.1293147346423282,0.6454357068953556,0.4282603498684548,0.7412246579235061,0.037700284266950684
4.0,0.0,497,0.0,0.0,0.0,6885.0,4908.0,0.5639591072614933,5.715185490314403,9.738095238095237,13.660714285714286,9.738095238095237,0.5639591072614933,0.0,0.0,0.43604089273850666,118.0,43.0,227.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,205.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4224367452120386,0.15955432387038465,0.8885227449302728,0.9179797839123107,0.7874131057951224,0.047088300424551074,0.5232888439659997,0.18097184121598714,0.8553515854643524
1.0,8.0,498,0.0,0.0,1.0,6885.0,4908.0,0.5030056160607437,5.715967577186519,9.757455268389663,13.687872763419483,9.757455268389663,0.5030056160607437,0.0,0.0,0.4969943839392563,118.0,43.0,227.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,205.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4775534906906062,0.23874711346029398,0.941181235225555,0.45530338828885614,0.7384380168103144,0.05202884985009499,0.16322028334931227,0.2292863842305821,0.34834056259389623
1.0,15.0,499,1.0,0.0,1.0,6878.0,4895.0,0.5336610847787923,5.7306796350954,9.750996015936256,13.701195219123505,9.750996015936256,0.5336610847787923,0.0,0.0,0.46633891522120774,118.0,43.0,228.0,1.0,1.0,1.0,1.0,1.0,1.0,131.0,206.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.455635921956084,0.1769166992492788,0.9267819342368028,0.9491801098295971,0.190961719940681,0.9414473396619516,0.06698765796618165,0.010151607378188555,0.8368818205375422
1.0,8.0,500,0.0,0.0,1.0,6864.0,4873.0,0.5336074441442048,5.808209392889159,9.726546906187625,13.70059880239521,9.726546906187625,0.5336074441442048,0.0,0.0,0.4663925558557952,119.0,43.0,229.0,1.0,1.0,1.0,1.0,1.0,1.0,131.0,207.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5288619609209294,0.15018445383714063,0.8973796907914544,0.06066015694364426,0.01586945180734021,0.3539025993575178,0.6012197239512521,0.5730741344158894,0.35272578582074465
1.0,15.0,501,1.0,0.0,1.0,6857.0,4860.0,0.5428173358928663,5.668791464928761,9.72,13.714,9.72,0.5428173358928663,0.0,0.0,0.4571826641071337,119.0,43.0,230.0,1.0,1.0,1.0,1.0,1.0,1.0,132.0,208.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.41043156325414026,0.17925405528319435,0.9278187299772215,0.5812671981258115,0.9554998857050433,0.718641053455585,0.7476856062197467,0.7426746920026964,0.7961202472617397
1.0,8.0,502,0.0,0.0,1.0,6843.0,4838.0,0.5315232738475493,5.748711891431713,9.695390781563127,13.713426853707414,9.695390781563127,0.5315232738475493,0.0,0.0,0.46847672615245073,120.0,43.0,231.0,1.0,1.0,1.0,1.0,1.0,1.0,132.0,209.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5003593924688887,0.18222953340467696,0.8885211854496917,0.40811467324203204,0.31911077868118454,0.6091433499021576,0.5451019199582439,0.4467120551195833,0.07771034037434812
4.0,0.0,503,0.0,0.0,0.0,6836.0,4825.0,0.5041100770438878,5.746332562630716,9.688755020080322,13.726907630522089,9.688755020080322,0.5041100770438878,0.0,0.0,0.49588992295611223,120.0,43.0,232.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,210.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5324924613491147,0.2099861040056817,0.91594286174318,0.7219315485949158,0.13193987167533078,0.39459994002073207,0.4468016770377417,0.44850789324026663,0.6284175675647101
1.0,15.0,504,1.0,0.0,1.0,6836.0,4825.0,0.5314481569579389,5.710951228776535,9.70824949698189,13.754527162977867,9.70824949698189,0.5314481569579389,0.0,0.0,0.4685518430420611,120.0,43.0,232.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,210.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.46314106527468335,0.19041479157104008,0.9087916224546604,0.23279172439197637,0.7774055237249056,0.2840632207606326,0.18455368357923696,0.2557587994350515,0.09860045203562887
1.0,15.0,505,1.0,0.0,1.0,6822.0,4803.0,0.5166884111607252,5.7327088490330524,9.683467741935484,13.754032258064516,9.683467741935484,0.5166884111607252,0.0,0.0,0.48331158883927483,121.0,43.0,233.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,211.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5026183148835282,0.171146601996685,0.9356986783529266,0.8763010388622834,0.5182738853585322,0.8072892349245875,0.5482523651757295,0.44548355932148903,0.010264301741811773
1.0,15.0,506,1.0,0.0,1.0,6808.0,4781.0,0.5250131395483231,5.693786811322967,9.658585858585859,13.753535353535353,9.658585858585859,0.5250131395483231,0.0,0.0,0.47498686045167693,122.0,43.0,234.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,212.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4768835384077457,0.19086377119814535,0.9088099127933152,0.5275235157526658,0.4889797740687023,0.4355254933315461,0.19547265033409625,0.32270754290507514,0.28944438763020736
4.0,0.0,507,0.0,0.0,0.0,6794.0,4759.0,0.5463323897170693,5.679269147387679,9.633603238866396,13.753036437246964,9.633603238866396,0.5463323897170693,0.0,0.0,0.4536676102829307,123.0,43.0,235.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,213.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4505590817510646,0.1516367205967815,0.9045042285630116,0.5970385169574666,0.9126617936263629,0.8849494621863344,0.6909294276615554,0.39176885743437384,0.15346527018800488
1.0,15.0,508,1.0,0.0,1.0,6794.0,4759.0,0.5306229441256345,5.692634895937967,9.65314401622718,13.780933062880324,9.65314401622718,0.5306229441256345,0.0,0.0,0.4693770558743655,123.0,43.0,235.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,213.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.47150019455223685,0.17999016427639444,0.906824090496241,0.7686926728255279,0.3772505872937159,0.09552831573169177,0.5734465464240924,0.14127745393150531,0.11630868102830183
4.0,0.0,509,0.0,0.0,0.0,6780.0,4737.0,0.5359780796168526,5.6811078391756515,9.628048780487806,13.78048780487805,9.628048780487806,0.5359780796168526,0.0,0.0,0.4640219203831474,124.0,43.0,236.0,1.0,1.0,1.0,1.0,1.0,1.0,133.0,214.0,21.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4674556931141183,0.17327440149699846,0.8982398584309764,0.3457906727131501,0.7936721199480502,0.7654327869170623,0.3058946100444632,0.21455581515369043,0.4950027634068766
