Pricing_index,Reward,Period_index,product_1_demand,product_2_demand,resouce_1,resouce_2,constraint_0,constraint_1,constraint_2,c_1,c_2,use_price_index_1,use_price_index_2,use_price_index_3,use_infinite_price,alpha_k-1_n-1,alpha_k-1_n-2,alpha_k-2_n-1,alpha_k-2_n-2,alpha_k-3_n-1,alpha_k-3_n-2,beta_k-1_n-1,beta_k-1_n-2,beta_k-2_n-1,beta_k-2_n-2,beta_k-3_n-1,beta_k-3_n-2,theta_k-1_n-1,theta_k-1_n-2,theta_k-2_n-1,theta_k-2_n-2,theta_k-3_n-1,theta_k-3_n-2
2.0,6.0,197,1.0,0.0,8324.0,8756.0,0.6876564452660778,10.353233830845769,8.2888769718679,10.35323383084577,10.890547263681592,0.0,0.6876564452660778,0.0,0.31234355473392217,3.0,1.0,92.0,16.0,22.0,29.0,1.0,3.0,8.0,84.0,11.0,4.0,0.9295571280129623,0.04121189938531097,0.9243990904139592,0.19220326259200202,0.7509985267440391,0.9107071202016934
3.0,9.0,198,1.0,1.0,8310.0,8744.0,0.5620700111118396,10.348692403486924,6.564900690156582,10.348692403486924,10.889165628891655,0.0,0.0,0.5620700111118396,0.43792998888816037,3.0,1.0,93.0,16.0,22.0,29.0,1.0,3.0,8.0,85.0,11.0,4.0,0.9808395400904839,0.2740254217954745,0.9303559783737967,0.1968051890781476,0.5874152160360421,0.9261760686901207
2.0,6.0,199,1.0,0.0,8285.0,8727.0,0.6868029229642775,10.330423940149625,8.354930271189485,10.330423940149625,10.881546134663342,0.0,0.6868029229642775,0.0,0.3131970770357225,3.0,1.0,93.0,16.0,23.0,30.0,1.0,3.0,8.0,85.0,11.0,4.0,0.6065929591338867,0.013469660348748067,0.9452895610635541,0.1642971074501428,0.6830831026667096,0.8462998540149241
2.0,6.0,200,1.0,0.0,8271.0,8715.0,0.7032056986766466,10.325842696629213,8.35241253743825,10.325842696629213,10.880149812734082,0.0,0.7032056986766466,0.0,0.2967943013233534,3.0,1.0,94.0,16.0,23.0,30.0,1.0,3.0,8.0,86.0,11.0,4.0,0.6340211037644959,0.19843744686640272,0.9231301669376535,0.16001230091463398,0.8400182803404426,0.9084732931128374
3.0,9.0,201,1.0,1.0,8257.0,8703.0,0.5772703547791903,10.32125,6.501461715847094,10.32125,10.87875,0.0,0.0,0.5772703547791903,0.4227296452208097,3.0,1.0,95.0,16.0,23.0,30.0,1.0,3.0,8.0,87.0,11.0,4.0,0.80137294690574,0.8020489561325602,0.939147961372784,0.1242505081497041,0.5562840175453888,0.9174025403964878
4.0,0.0,202,0.0,0.0,8232.0,8686.0,0.5538041256211036,10.30287859824781,6.572321712042279,10.30287859824781,10.871088861076345,0.0,0.0,0.5538041256211036,0.4461958743788964,3.0,1.0,95.0,16.0,24.0,31.0,1.0,3.0,8.0,87.0,11.0,4.0,0.849473892769743,0.15151733764109812,0.8975164084612185,0.1468385932652984,0.6052316263566403,0.920962605538585
2.0,6.0,203,1.0,0.0,8232.0,8686.0,0.7151393018927085,10.31578947368421,8.37326574406443,10.31578947368421,10.884711779448622,0.0,0.7151393018927085,0.0,0.28486069810729153,3.0,1.0,95.0,16.0,24.0,31.0,1.0,3.0,8.0,87.0,11.0,4.0,0.9535224920092675,0.4669224113117376,0.9140329702656625,0.14803687603548607,0.631523059506261,0.7728723120978128
4.0,0.0,204,0.0,0.0,8218.0,8674.0,0.7043214204738069,10.31116687578419,8.470352793400663,10.31116687578419,10.883312421580928,0.0,0.7043214204738069,0.0,0.29567857952619314,3.0,1.0,96.0,16.0,24.0,31.0,1.0,3.0,8.0,88.0,11.0,4.0,0.858930540422282,0.3678476625698775,0.9530574998284091,0.11791407629005468,0.7471450379192294,0.9022631878663724
3.0,7.0,205,0.0,1.0,8218.0,8674.0,0.5188837737838704,10.324120603015075,6.587316145054832,10.324120603015075,10.896984924623116,0.0,0.0,0.5188837737838704,0.4811162262161296,3.0,1.0,96.0,16.0,24.0,31.0,1.0,3.0,8.0,88.0,11.0,4.0,0.5702416821533735,0.25409622484464534,0.9204444037780102,0.17009392442780144,0.6477886307991538,0.9843406796368013
2.0,6.0,206,1.0,0.0,8207.0,8669.0,0.7060017559542788,10.323270440251573,8.272533793204985,10.323270440251573,10.90440251572327,0.0,0.7060017559542788,0.0,0.29399824404572117,3.0,1.0,96.0,16.0,24.0,32.0,1.0,3.0,8.0,88.0,12.0,4.0,0.9381415824852393,0.09771552637487597,0.8996943611217874,0.1842216970229068,0.6722253046770313,0.8459252549314255
2.0,6.0,207,1.0,0.0,8193.0,8657.0,0.7277667358533245,10.318639798488665,8.476771183522835,10.318639798488665,10.903022670025189,0.0,0.7277667358533245,0.0,0.2722332641466755,3.0,1.0,97.0,16.0,24.0,32.0,1.0,3.0,8.0,89.0,12.0,4.0,0.7414327758775179,0.0044267693751859965,0.9230909720852118,0.11411138192086843,0.6467463374887221,0.7966523238744495
4.0,0.0,208,0.0,0.0,8179.0,8645.0,0.5834359266254414,10.313997477931904,6.467057797233293,10.313997477931904,10.901639344262295,0.0,0.0,0.5834359266254414,0.4165640733745586,3.0,1.0,98.0,16.0,24.0,32.0,1.0,3.0,8.0,90.0,12.0,4.0,0.7835671414386006,0.28100237597294403,0.9427626512551532,0.23218428101959956,0.5409458306063398,0.9186170723236677
4.0,0.0,209,0.0,0.0,8179.0,8645.0,0.7072467055961967,10.327020202020202,8.361662832255004,10.327020202020202,10.91540404040404,0.0,0.7072467055961967,0.0,0.29275329440380327,3.0,1.0,98.0,16.0,24.0,32.0,1.0,3.0,8.0,90.0,12.0,4.0,0.6323312043855867,0.0701056592516536,0.9200419176058742,0.15646688631589614,0.668761053203202,0.774489872736025
2.0,6.0,210,1.0,0.0,8179.0,8645.0,0.7069928141235914,10.34007585335019,8.476505031641722,10.34007585335019,10.929203539823009,0.0,0.7069928141235914,0.0,0.2930071858764086,3.0,1.0,98.0,16.0,24.0,32.0,1.0,3.0,8.0,90.0,12.0,4.0,0.4712506764763518,0.07310629003114523,0.947702657889005,0.12341777576403995,0.636324657716966,0.9190932755176678
3.0,7.0,211,0.0,1.0,8165.0,8633.0,0.5626109113655892,10.335443037974683,6.472787666678538,10.335443037974683,10.927848101265823,0.0,0.0,0.5626109113655892,0.43738908863441084,3.0,1.0,99.0,16.0,24.0,32.0,1.0,3.0,8.0,91.0,12.0,4.0,0.8649278975842098,0.11515130228604206,0.925666126047622,0.07063042369934686,0.5597018021945767,0.9576975916914195
4.0,0.0,212,0.0,0.0,8154.0,8628.0,0.5419930688412198,10.334600760456274,6.549164499523681,10.334600760456274,10.935361216730039,0.0,0.0,0.5419930688412198,0.4580069311587802,3.0,1.0,99.0,16.0,24.0,33.0,1.0,3.0,8.0,91.0,13.0,4.0,0.8244814731596953,0.3684654191996294,0.9208830387375503,0.12168142850976511,0.6061202881105954,0.9620080805157272
4.0,0.0,213,0.0,0.0,8154.0,8628.0,0.6732181916854546,10.347715736040609,8.299638412168745,10.347715736040609,10.949238578680204,0.0,0.6732181916854546,0.0,0.3267818083145454,3.0,1.0,99.0,16.0,24.0,33.0,1.0,3.0,8.0,91.0,13.0,4.0,0.4575535881454363,0.4179411880478352,0.9477214012366574,0.19112940338474044,0.6435566861533883,0.9044670172296752
2.0,6.0,214,1.0,0.0,8154.0,8628.0,0.6939977947124644,10.360864040660736,8.357869640010726,10.360864040660736,10.96315120711563,0.0,0.6939977947124644,0.0,0.30600220528753563,3.0,1.0,99.0,16.0,24.0,33.0,1.0,3.0,8.0,91.0,13.0,4.0,0.5017876985877078,0.518577048731598,0.932703666527844,0.17012681948612615,0.835612664366239,0.8632100736025089
2.0,6.0,215,1.0,0.0,8140.0,8616.0,0.6933287815172344,10.356234096692113,8.393662326649485,10.356234096692113,10.961832061068701,0.0,0.6933287815172344,0.0,0.3066712184827656,3.0,1.0,100.0,16.0,24.0,33.0,1.0,3.0,8.0,92.0,13.0,4.0,0.9434554380734477,0.2619268413659474,0.9433013644823051,0.15734136920585737,0.6527254958305314,0.8338782933261824
4.0,0.0,216,0.0,0.0,8126.0,8604.0,0.5448869020662862,10.351592356687899,6.560975211942329,10.351592356687899,10.960509554140128,0.0,0.0,0.5448869020662862,0.4551130979337138,3.0,1.0,101.0,16.0,24.0,33.0,1.0,3.0,8.0,93.0,13.0,4.0,0.8866349170314434,0.022431554502925395,0.9285614345883519,0.15901674220323786,0.6042320943122177,0.9580400461301982
2.0,6.0,217,1.0,0.0,8126.0,8604.0,0.7036418892340341,10.36479591836735,8.528799894863065,10.364795918367347,10.974489795918368,0.0,0.7036418892340341,0.0,0.29635811076596585,3.0,1.0,101.0,16.0,24.0,33.0,1.0,3.0,8.0,93.0,13.0,4.0,0.9943151957357129,0.02403941377636447,0.9625685262347619,0.11402318855552503,0.5802374649865867,0.9028131726322531
2.0,6.0,218,1.0,0.0,8112.0,8592.0,0.6908790275947287,10.360153256704981,8.439124660125977,10.360153256704981,10.973180076628353,0.0,0.6908790275947287,0.0,0.30912097240527125,3.0,1.0,102.0,16.0,24.0,33.0,1.0,3.0,8.0,94.0,13.0,4.0,0.5244010554904228,0.08032587945680364,0.9578635271756383,0.14413834363352787,0.6773408486251374,0.8632405962004788
3.0,9.0,219,1.0,1.0,8098.0,8580.0,0.5953414789083737,10.35549872122762,6.576566184894555,10.35549872122762,10.971867007672634,0.0,0.0,0.5953414789083737,0.40465852109162626,3.0,1.0,103.0,16.0,24.0,33.0,1.0,3.0,8.0,95.0,13.0,4.0,0.8848542018336102,0.18957896072737535,0.8980163876856395,0.16848707031538648,0.5571411983104644,0.8722036334844101
4.0,0.0,220,0.0,0.0,8073.0,8563.0,0.6570075983533749,10.33674775928297,8.220676139722313,10.33674775928297,10.96414852752881,0.0,0.6570075983533749,0.0,0.34299240164662514,3.0,1.0,103.0,16.0,25.0,34.0,1.0,3.0,8.0,95.0,13.0,4.0,0.5237943423949047,0.056617680870345556,0.9511280666295227,0.21975262999653195,0.7587801856919317,0.8685874526115278
4.0,0.0,221,0.0,0.0,8073.0,8563.0,0.5924904058167942,10.35,6.570699370086692,10.35,10.978205128205127,0.0,0.0,0.5924904058167942,0.40750959418320576,3.0,1.0,103.0,16.0,25.0,34.0,1.0,3.0,8.0,95.0,13.0,4.0,0.3996262414817012,0.4258572420922969,0.9165059889057183,0.18628825672572158,0.5588138144931183,0.8768403538298654
4.0,0.0,222,0.0,0.0,8073.0,8563.0,0.7088774463032496,10.363286264441593,8.482194197916325,10.363286264441593,10.99229781771502,0.0,0.7088774463032496,0.0,0.29112255369675044,3.0,1.0,103.0,16.0,25.0,34.0,1.0,3.0,8.0,95.0,13.0,4.0,0.5653208000485467,0.8005755783708651,0.9439664548602757,0.1276146790302653,0.6397703081483921,0.8912591878987504
2.0,6.0,223,1.0,0.0,8073.0,8563.0,0.677641699203375,10.376606683804628,8.431595628742928,10.376606683804628,11.00642673521851,0.0,0.677641699203375,0.0,0.322358300796625,3.0,1.0,103.0,16.0,25.0,34.0,1.0,3.0,8.0,95.0,13.0,4.0,0.5661117669678412,0.1492178626554173,0.9726454818610264,0.15416229100053291,0.7900330123926814,0.893964371808657
2.0,3.0,224,0.0,1.0,8059.0,8551.0,0.7454964665298769,10.37194337194337,8.588582649827044,10.371943371943372,11.005148005148005,0.0,0.7454964665298769,0.0,0.2545035334701231,3.0,1.0,104.0,16.0,25.0,34.0,1.0,3.0,8.0,96.0,13.0,4.0,0.7939259268714361,0.13433341957097478,0.9219812265323978,0.09136936419590164,0.7093901501551504,0.9398337744253549
3.0,9.0,225,1.0,1.0,8048.0,8546.0,0.5341092965624125,10.371134020618557,6.610277430720466,10.371134020618557,11.012886597938145,0.0,0.0,0.5341092965624125,0.46589070343758754,3.0,1.0,104.0,17.0,25.0,34.0,1.0,3.0,9.0,96.0,13.0,4.0,0.7470284876097529,0.040529938244614164,0.9606194419784951,0.1508359358035665,0.629851199692913,0.9636098352150961
2.0,3.0,226,0.0,1.0,8023.0,8529.0,0.7443153017055681,10.352258064516128,8.325177658888649,10.352258064516128,11.005161290322581,0.0,0.7443153017055681,0.0,0.25568469829443186,3.0,1.0,104.0,17.0,26.0,35.0,1.0,3.0,9.0,96.0,13.0,4.0,0.9022995905040967,0.10508055305342588,0.8627904415698153,0.16630589847120122,0.6782065151881258,0.8658280090629996
2.0,6.0,227,1.0,0.0,8012.0,8524.0,0.7182136100094285,10.351421188630491,8.462656723787296,10.351421188630491,11.012919896640827,0.0,0.7182136100094285,0.0,0.2817863899905715,3.0,1.0,104.0,18.0,26.0,35.0,1.0,3.0,10.0,96.0,13.0,4.0,0.342985095383322,0.44106048037460505,0.9282016596787833,0.1289009118068691,0.6595276074984556,0.9704884947256114
2.0,6.0,228,1.0,0.0,7998.0,8512.0,0.6803175286276294,10.346701164294954,8.24249437034506,10.346701164294954,11.011642949547218,0.0,0.6803175286276294,0.0,0.3196824713723706,3.0,1.0,105.0,18.0,26.0,35.0,1.0,3.0,10.0,97.0,13.0,4.0,0.7734308608912457,0.5103443801945304,0.9230493450576648,0.20781313131803483,0.687112600915515,0.8973001916586719
2.0,6.0,229,1.0,0.0,7984.0,8500.0,0.7178335248335431,10.341968911917098,8.358222790693608,10.341968911917098,11.010362694300518,0.0,0.7178335248335431,0.0,0.2821664751664569,3.0,1.0,106.0,18.0,26.0,35.0,1.0,3.0,10.0,98.0,13.0,4.0,0.9584228968561489,0.6647989776056806,0.9039432148456297,0.15927198743807042,0.6785466542896351,0.8987619545927499
4.0,0.0,230,0.0,0.0,7970.0,8488.0,0.737807998007473,10.337224383916991,8.401442495950759,10.337224383916991,11.009079118028534,0.0,0.737807998007473,0.0,0.262192001992527,3.0,1.0,107.0,18.0,26.0,35.0,1.0,3.0,10.0,99.0,13.0,4.0,0.7395934724333336,0.32029771332711254,0.8903825675310818,0.1404880245321428,0.7792064793610144,0.7828952071219893
2.0,6.0,231,1.0,0.0,7970.0,8488.0,0.6826685950904204,10.35064935064935,8.273168367142036,10.35064935064935,11.023376623376624,0.0,0.6826685950904204,0.0,0.31733140490957956,3.0,1.0,107.0,18.0,26.0,35.0,1.0,3.0,10.0,99.0,13.0,4.0,0.9967495081067222,0.13059081968437114,0.9273759074032374,0.19807077052385164,0.7448083441049133,0.9118660625564237
2.0,9.0,232,1.0,1.0,7956.0,8476.0,0.6706249820601925,10.34590377113134,8.287036551085379,10.34590377113134,11.022106631989598,0.0,0.6706249820601925,0.0,0.3293750179398075,3.0,1.0,108.0,18.0,26.0,35.0,1.0,3.0,10.0,100.0,13.0,4.0,0.6131342131915999,0.3712520082249519,0.9482700721164772,0.19558870230413022,0.6558356104314382,0.921943324345809
2.0,6.0,233,1.0,0.0,7931.0,8459.0,0.7338661321222454,10.326822916666666,8.383539856079302,10.326822916666666,11.014322916666666,0.0,0.7338661321222454,0.0,0.2661338678777546,3.0,1.0,109.0,19.0,26.0,35.0,1.0,3.0,10.0,100.0,13.0,4.0,0.9132964552633381,0.06644504543613856,0.8919800276189552,0.14400791625660872,0.7740176150254157,0.9557398758655529
2.0,6.0,234,1.0,0.0,7917.0,8447.0,0.7123443767259892,10.322033898305085,8.19070772537437,10.322033898305085,11.01303780964798,0.0,0.7123443767259892,0.0,0.28765562327401084,3.0,1.0,110.0,19.0,26.0,35.0,1.0,3.0,10.0,101.0,13.0,4.0,0.7621068938216836,0.05399151723626805,0.8714436612646281,0.20818352717486463,0.7849918274563328,0.9232717753573153
2.0,6.0,235,1.0,0.0,7903.0,8435.0,0.7202288498321225,10.317232375979113,8.393845832632492,10.317232375979112,11.011749347258485,0.0,0.7202288498321225,0.0,0.27977115016787746,3.0,1.0,111.0,19.0,26.0,35.0,1.0,3.0,10.0,102.0,13.0,4.0,0.32463362617027003,0.2273188725201458,0.9124819748110066,0.1409262387150094,0.6011037717352381,0.7838845029392895
3.0,9.0,236,1.0,1.0,7889.0,8423.0,0.5808139438249273,10.312418300653595,6.568785630642187,10.312418300653595,11.01045751633987,0.0,0.0,0.5808139438249273,0.41918605617507265,3.0,1.0,112.0,19.0,26.0,35.0,1.0,3.0,10.0,103.0,13.0,4.0,0.7624948229492142,0.29620919008436647,0.9404306017099283,0.1607873945186646,0.5746815741280672,0.8826884408480314
4.0,0.0,237,0.0,0.0,7864.0,8406.0,0.5742835685139752,10.293193717277488,6.49463905235198,10.293193717277488,11.002617801047121,0.0,0.0,0.5742835685139752,0.4257164314860248,3.0,1.0,112.0,19.0,27.0,36.0,1.0,3.0,10.0,103.0,13.0,4.0,0.7161644559718563,0.3102991556257079,0.873264606751167,0.14866513626441186,0.5610092656662155,0.9154008088649073
2.0,9.0,238,1.0,1.0,7864.0,8406.0,0.6475022092489371,10.306684141546526,8.091950884846826,10.306684141546526,11.017038007863697,0.0,0.6475022092489371,0.0,0.3524977907510629,3.0,1.0,112.0,19.0,27.0,36.0,1.0,3.0,10.0,103.0,13.0,4.0,0.9639238025701111,0.06582145478958666,0.9335636107153751,0.2588830950453658,0.7067336241192317,0.9262846263723536
4.0,0.0,239,0.0,0.0,7839.0,8389.0,0.6862995234471405,10.28740157480315,8.345667144748592,10.28740157480315,11.009186351706036,0.0,0.6862995234471405,0.0,0.3137004765528595,3.0,1.0,113.0,20.0,27.0,36.0,1.0,3.0,10.0,103.0,13.0,4.0,0.904444058573599,0.04554386864846506,0.9486437029585637,0.15533232106361222,0.6450514706834962,0.8717069484365078
2.0,6.0,240,1.0,0.0,7839.0,8389.0,0.7024186959956068,10.300919842312744,8.287059041088584,10.300919842312746,11.02365308804205,0.0,0.7024186959956068,0.0,0.2975813040043932,3.0,1.0,113.0,20.0,27.0,36.0,1.0,3.0,10.0,103.0,13.0,4.0,0.5900572463009311,0.23496864871222134,0.9105186551900055,0.17433337896050732,0.7561148095951393,0.8928123637278582
3.0,7.0,241,0.0,1.0,7825.0,8377.0,0.5980696877560713,10.296052631578947,6.571932476504677,10.296052631578947,11.022368421052631,0.0,0.0,0.5980696877560713,0.4019303122439287,3.0,1.0,114.0,20.0,27.0,36.0,1.0,3.0,10.0,104.0,13.0,4.0,0.8976154128530368,0.11247572761903737,0.9088830805269831,0.1521766925829259,0.5612409419328264,0.8507363572554129
2.0,6.0,242,1.0,0.0,7814.0,8372.0,0.7323416576403121,10.295125164690383,8.384799179061924,10.295125164690383,11.030303030303031,0.0,0.7323416576403121,0.0,0.2676583423596879,3.0,1.0,114.0,20.0,27.0,37.0,1.0,3.0,10.0,104.0,14.0,4.0,0.5524452518845381,0.2573114302297961,0.8976324431808598,0.13554209219002467,0.7016232796773714,0.9290541142703063
3.0,7.0,243,0.0,1.0,7800.0,8360.0,0.5882880461618983,10.290237467018471,6.39294715292894,10.29023746701847,11.029023746701847,0.0,0.0,0.5882880461618983,0.4117119538381017,3.0,1.0,115.0,20.0,27.0,37.0,1.0,3.0,10.0,105.0,14.0,4.0,0.8379207238926158,0.0609122074200228,0.9457275622470162,0.14071718843656714,0.5173905897510429,0.9316697087563942
2.0,6.0,244,1.0,0.0,7789.0,8355.0,0.7333202125923352,10.289299867899604,8.42484963781438,10.289299867899604,11.036988110964334,0.0,0.7333202125923352,0.0,0.26667978740766485,3.0,1.0,115.0,20.0,27.0,38.0,1.0,3.0,10.0,105.0,15.0,4.0,0.7216008384778315,0.003977202746455466,0.9067650509622074,0.12149125330250524,0.6793432124673944,0.9312963182484376
4.0,0.0,245,0.0,0.0,7775.0,8343.0,0.7324696140201793,10.284391534391535,8.396541155993228,10.284391534391535,11.035714285714286,0.0,0.7324696140201793,0.0,0.2675303859798207,3.0,1.0,116.0,20.0,27.0,38.0,1.0,3.0,10.0,106.0,15.0,4.0,0.8156997756251981,0.4253877717387201,0.9015015613889572,0.12906232243247817,0.7292127377713905,0.9416317596353659
2.0,6.0,246,1.0,0.0,7775.0,8343.0,0.7126928950178119,10.298013245033113,8.425082724569146,10.298013245033113,11.050331125827814,0.0,0.7126928950178119,0.0,0.28730710498218814,3.0,1.0,116.0,20.0,27.0,38.0,1.0,3.0,10.0,106.0,15.0,4.0,0.45947991202963234,0.11120353611621346,0.9320814154091444,0.12730001930912924,0.6117510455066444,0.8945454641151711
4.0,0.0,247,0.0,0.0,7761.0,8331.0,0.7161082241269159,10.293103448275861,8.21275159219003,10.293103448275861,11.049071618037136,0.0,0.7161082241269159,0.0,0.2838917758730841,3.0,1.0,117.0,20.0,27.0,38.0,1.0,3.0,10.0,107.0,15.0,4.0,0.7447022858809735,0.1630611248192954,0.875582879860395,0.19231908108763413,0.643263117820994,0.9247549633160732
2.0,6.0,248,1.0,0.0,7761.0,8331.0,0.6877423327156655,10.306772908366534,8.319661019445766,10.306772908366534,11.063745019920319,0.0,0.6877423327156655,0.0,0.31225766728433446,3.0,1.0,117.0,20.0,27.0,38.0,1.0,3.0,10.0,107.0,15.0,4.0,0.8359905234519479,0.048697887790212745,0.9376731608515014,0.16899663381908647,0.6768332657446844,0.9746740524841193
3.0,2.0,249,1.0,0.0,7747.0,8319.0,0.578037276559316,10.30186170212766,6.539028420955409,10.30186170212766,11.0625,0.0,0.0,0.578037276559316,0.421962723440684,3.0,1.0,118.0,20.0,27.0,38.0,1.0,3.0,10.0,108.0,15.0,4.0,0.6948599614672575,0.37099531366372673,0.9772778624646714,0.12796265260428985,0.5697814284913436,0.8950182501869873
2.0,6.0,250,1.0,0.0,7733.0,8307.0,0.6929597031381567,10.296937416777629,8.337279482752832,10.296937416777629,11.061251664447404,0.0,0.6929597031381567,0.0,0.3070402968618433,3.0,1.0,118.0,20.0,28.0,38.0,1.0,3.0,10.0,108.0,15.0,5.0,0.8952538346661687,0.22852450252331108,0.9362688266424019,0.15923600239458222,0.5609899663402192,0.8127675556393152
4.0,0.0,251,0.0,0.0,7719.0,8295.0,0.6790675127061454,10.292,8.279562761955171,10.292,11.06,0.0,0.6790675127061454,0.0,0.3209324872938546,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.9965342372801306,0.2443824866781162,0.9409295417865,0.18027855776624357,0.6633572704750258,0.9048456575522991
4.0,0.0,252,0.0,0.0,7719.0,8295.0,0.5721547725414271,10.30574098798398,6.545449325301373,10.30574098798398,11.074766355140186,0.0,0.0,0.5721547725414271,0.4278452274585729,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.8318878273240452,0.4333608402405647,0.9414520554116622,0.17342750802398163,0.5770838033309839,0.9029984271705647
4.0,0.0,253,0.0,0.0,7719.0,8295.0,0.6611352955169965,10.31951871657754,8.19364531229139,10.31951871657754,11.08957219251337,0.0,0.6611352955169965,0.0,0.33886470448300354,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.9898947691689178,0.10739189303841418,0.9400375656257488,0.22256901191498554,0.6697398376992735,0.9232771621204271
4.0,0.0,254,0.0,0.0,7719.0,8295.0,0.7385558029780539,10.333333333333334,8.376955187052427,10.333333333333334,11.10441767068273,0.0,0.7385558029780539,0.0,0.2614441970219461,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.7198109816101276,0.23775516946935016,0.8840234533851354,0.14681283858873065,0.6505978783691063,0.9518285921238601
4.0,0.0,255,0.0,0.0,7719.0,8295.0,0.6923639179277042,10.347184986595176,8.429826260512996,10.347184986595174,11.119302949061662,0.0,0.6923639179277042,0.0,0.30763608207229576,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.7801303617741442,0.17057018841428156,0.9549370169040123,0.14323653642230924,0.6717625096350465,0.9268229616260748
4.0,0.0,256,0.0,0.0,7719.0,8295.0,0.6909055562466536,10.361073825503354,8.342230933566993,10.361073825503356,11.134228187919463,0.0,0.6909055562466536,0.0,0.3090944437533464,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.8230341163132759,0.21260932298426147,0.9328377149716209,0.17605816131140375,0.7544794595551736,0.9004538196101823
4.0,0.0,257,0.0,0.0,7719.0,8295.0,0.7278150646302204,10.375000000000002,8.4412976175634,10.375,11.149193548387096,0.0,0.7278150646302204,0.0,0.2721849353697796,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.8530037553968236,0.029088897068032034,0.9081373291693947,0.1400974767544725,0.6768382015043074,0.8906842293469239
2.0,6.0,258,1.0,0.0,7719.0,8295.0,0.701888942856002,10.388963660834454,8.33381591360513,10.388963660834454,11.164199192462988,0.0,0.701888942856002,0.0,0.298111057143998,3.0,1.0,119.0,20.0,28.0,38.0,1.0,3.0,10.0,109.0,15.0,5.0,0.9411202509596522,0.2071937826315646,0.9129088001612196,0.1837010849473374,0.6719963738700147,0.7977877021247837
2.0,0.0,259,0.0,0.0,7705.0,8283.0,0.7098151410549576,10.384097035040432,8.292524669324637,10.384097035040432,11.163072776280323,0.0,0.7098151410549576,0.0,0.2901848589450424,3.0,1.0,120.0,20.0,28.0,38.0,1.0,3.0,10.0,110.0,15.0,5.0,0.903963488371271,0.6318617984093984,0.8929468532165211,0.1934583445088536,0.6711628089626385,0.9329311716034735
4.0,0.0,260,0.0,0.0,7705.0,8283.0,0.6037442499850199,10.398110661268555,6.658979944861144,10.398110661268555,11.178137651821862,0.0,0.0,0.6037442499850199,0.39625575001498015,3.0,1.0,120.0,20.0,28.0,38.0,1.0,3.0,11.0,111.0,15.0,5.0,0.4639227860842924,0.013618543357810257,0.9393436158997285,0.21538274522758838,0.5679136725808202,0.8429014680377441
2.0,6.0,261,1.0,0.0,7705.0,8283.0,0.737235754874036,10.412162162162161,8.473637581639823,10.412162162162161,11.193243243243243,0.0,0.737235754874036,0.0,0.26276424512596397,3.0,1.0,120.0,20.0,28.0,38.0,1.0,3.0,11.0,111.0,15.0,5.0,0.9431810458725517,0.06920785790113654,0.9002504443594427,0.13815819083560218,0.6865503087995898,0.8617447016542165
2.0,6.0,262,1.0,0.0,7691.0,8271.0,0.7538094446119408,10.407307171853857,8.4304654953358,10.407307171853857,11.192151556156968,0.0,0.7538094446119408,0.0,0.24619055538805923,3.0,1.0,121.0,20.0,28.0,38.0,1.0,3.0,11.0,112.0,15.0,5.0,0.8354822199201777,0.27809471630027566,0.8708152814910977,0.14680635666906627,0.7194697248996226,0.7963825489849735
3.0,9.0,263,1.0,1.0,7677.0,8259.0,0.6202301687572148,10.402439024390244,6.587094045645927,10.402439024390244,11.191056910569106,0.0,0.0,0.6202301687572148,0.3797698312427852,3.0,1.0,122.0,20.0,28.0,38.0,1.0,3.0,11.0,113.0,15.0,5.0,0.8649688250295666,0.334015849103889,0.870313588240462,0.16792180457619713,0.531692296694449,0.8480189914163455
2.0,6.0,264,1.0,0.0,7652.0,8242.0,0.7292630000938527,10.382632293080052,8.293676134132747,10.382632293080054,11.183175033921303,0.0,0.7292630000938527,0.0,0.2707369999061473,3.0,1.0,122.0,20.0,29.0,39.0,1.0,3.0,11.0,113.0,15.0,5.0,0.7220130716311788,0.1085961930304161,0.8695760143924364,0.18755394892074206,0.6295485976363654,0.8968508332668917
4.0,0.0,265,0.0,0.0,7638.0,8230.0,0.5764522567190928,10.377717391304348,6.4800793262181395,10.377717391304348,11.182065217391305,0.0,0.0,0.5764522567190928,0.42354774328090716,3.0,1.0,123.0,20.0,29.0,39.0,1.0,3.0,11.0,114.0,15.0,5.0,0.9913670571097273,0.34070105978127446,0.9260591204053141,0.20373187251128755,0.5425927244944002,0.9460397416318869
